country,source_url,page_title,purpose,topic,visa_type,entry_type,title,summary,eligibility,required_documents,min_income_threshold,min_education_level,min_age,max_age,required_language_test,min_language_score,points_required,mandatory_prerequisites,total_estimated_cost,cost_currency,processing_time_days_min,processing_time_days_max,pr_pathway_available,pr_pathway_years,last_verified_date,application_process,processing_time,application_fee,validity,official_links,important_notes,extra_information
Japan,https://www.otit.go.jp/en/,Technical Intern Training Visa | Organization for Technical Intern Training (OTIT),work,Technical Intern Training Program,Technical Intern Training Visa (Ginou Jisshu),overview,Japan Technical Intern Training Visa (Ginou Jisshu),"The Technical Intern Training Visa enables foreign nationals to acquire skills and technology through supervised on-the-job training with a Japanese host company, under a program overseen by the Organization for Technical Intern Training (OTIT). It progresses through stages (i), (ii), and (iii) with increasing skill levels and duration.","[""Sponsorship by an approved sending organization in the home country and accepting organization in Japan"", ""Basic Japanese language ability (varies by stage)"", ""Training plan approved by OTIT"", ""Intention to return home and apply acquired skills after training""]","[""Valid passport"", ""Certificate of Eligibility (COE)"", ""Technical intern training plan approved by OTIT"", ""Employment/training contract"", ""Health examination results"", ""Visa application form""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Trainee receives an allowance/wage set by the accepting organization, subject to minimum wage laws""}",none,18,,JLPT,N5,,"[""otit_approved_training_plan"", ""sending_and_accepting_organization""]",3000,JPY,30,90,FALSE,,15/01/2025,"[""Register with an approved sending organization in home country"", ""Match with an accepting organization in Japan"", ""OTIT reviews and approves the technical intern training plan"", ""Apply for Certificate of Eligibility and visa"", ""Enter Japan and begin supervised training""]","1-3 months for COE issuance, plus 5-10 business days for visa issuance","JPY 3,000 (single entry visa fee)","Up to 1 year (stage i), extendable to a maximum of 5 years total across stages (ii) and (iii)","[""https://www.otit.go.jp/en/""]","[""Program has faced criticism over labor conditions; reforms are in progress including a planned transition to a new 'Ikusei Shuro' (Employment for Skill Development) program"", ""Does not directly lead to permanent residence"", ""Common transition pathway into the Specified Skilled Worker Type (i) visa after completing stage (ii)""]",{}
Japan,https://www.isa.go.jp/en/applications/status/spouse.html,Spouse or Child of Japanese National Visa | Immigration Services Agency of Japan,family_reunion,Spousal and Family Reunification,Spouse or Child of Japanese National Visa,detailed,Japan Spouse or Child of Japanese National Visa,This residence status is for the legal spouse or biological/adopted child of a Japanese national. It grants broad work rights without occupational restriction and typically offers a smoother path toward permanent residence than most work-based visas.,"[""Legally married to a Japanese national, or biological/adopted child of a Japanese national"", ""Genuine and continuing marital or parent-child relationship"", ""Meets health and character requirements"", ""Sponsor (Japanese national) able to provide evidence of the relationship and living arrangements""]","[""Valid passport"", ""Certificate of Eligibility (COE)"", ""Marriage certificate or birth/adoption certificate"", ""Japanese spouse's family register (koseki tohon)"", ""Evidence of relationship (photos, communication records)"", ""Proof of financial stability of the household"", ""Visa application form""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""No fixed income requirement, though household financial stability is considered during examination""}",,,,,,,"[""proof_of_relationship"", ""certificate_of_eligibility""]",3000,JPY,30,90,TRUE,3,15/01/2025,"[""Register marriage or establish parent-child relationship legally"", ""Japanese spouse/parent applies for Certificate of Eligibility on behalf of the applicant"", ""Apply for visa at Japanese embassy/consulate abroad using the COE"", ""Enter Japan and receive Residence Card"", ""Register address at local municipal office""]","1-3 months for COE issuance, plus 5-10 business days for visa issuance","JPY 3,000 (single entry visa fee)","1, 3, or 5 years depending on assessment, renewable while the relationship continues","[""https://www.isa.go.jp/en/applications/status/spouse.html""]","[""No restriction on type of employment, unlike most work-based visa categories"", ""Immigration authorities may scrutinize marriages of convenience closely"", ""Can generally apply for Permanent Resident status after 3 years of marriage and 1 year of residence in Japan""]",{}
Japan,https://www.isa.go.jp/en/applications/status/newimmiact_3_index.html,Permanent Resident Status | Immigration Services Agency of Japan,permanent_residency,Permanent Residence,Permanent Resident Visa,detailed,Japan Permanent Resident Status,"Permanent Resident status removes the need for periodic residence renewal and activity restrictions, allowing indefinite stay and any lawful employment. Standard eligibility generally requires 10 years of continuous residence, with shorter qualifying periods for spouses of Japanese nationals and Highly Skilled Professionals.","[""Generally at least 10 continuous years of residence in Japan, including at least 5 years under a working or equivalent status (shorter periods apply for spouses of Japanese nationals and Highly Skilled Professionals)"", ""Good conduct with no criminal record"", ""Sufficient independent means of livelihood"", ""Current residence status period is the maximum available for that category""]","[""Valid passport and Residence Card"", ""Application for Permission for Permanent Residence"", ""Reason for application (statement)"", ""Tax payment and pension contribution records"", ""Employment certificate or income evidence"", ""Guarantor's letter of guarantee""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Assessed via tax records, income stability, and independent means of livelihood rather than a single fixed figure""}",,,,,,,"[""ten_years_continuous_residence_or_exemption"", ""tax_and_pension_compliance""]",0,JPY,120,365,TRUE,0,15/01/2025,"[""Confirm continuous residence period and tax/pension payment compliance"", ""Gather required documents including guarantor's letter"", ""Submit Application for Permission for Permanent Residence at regional immigration bureau"", ""Await examination (may include additional document requests)"", ""Receive Permanent Resident Residence Card upon approval""]","4-12 months, often longer in practice","No application fee; JPY 8,000 revenue stamp payable only upon approval",Indefinite residence status; Residence Card must still be renewed periodically (every 7 years) though the status itself does not expire,"[""https://www.isa.go.jp/en/applications/status/newimmiact_3_index.html""]","[""Does not equate to Japanese citizenship; permanent residents remain foreign nationals"", ""Continuous residence can be interrupted by long absences from Japan"", ""Highly Skilled Professionals with 70+ points may qualify after just 3 years, or 1 year with 80+ points""]",{}
Japan,https://www.isa.go.jp/en/applications/status/long_term_resident.html,Long-Term Resident Visa | Immigration Services Agency of Japan,family_reunion,Long-Term Residence for Special Circumstances,Long-Term Resident Visa (Teijusha),overview,Japan Long-Term Resident Visa (Teijusha),"The Long-Term Resident status is granted at the Ministry of Justice's discretion for individuals with special circumstances, such as third-generation descendants of Japanese emigrants (Nikkeijin), refugees, or long-term partners of Japanese residents in specific situations. It grants unrestricted work rights.","[""Third-generation descendant of Japanese emigrants (Nikkeijin) with supporting genealogical evidence, OR"", ""Recognized refugee status, OR"", ""Other circumstances warranting special consideration for long-term residence at the Ministry of Justice's discretion"", ""Meets health and character requirements""]","[""Valid passport"", ""Certificate of Eligibility (COE), where applicable"", ""Evidence of Japanese ancestry (family register, genealogical documents) for Nikkeijin applicants"", ""Refugee recognition certificate (if applicable)"", ""Visa application form"", ""Reason for application (statement)""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""No fixed income requirement; sufficiency of means considered case by case during examination""}",,,,,,,"[""qualifying_special_circumstance""]",3000,JPY,30,120,TRUE,5,15/01/2025,"[""Establish eligibility under a recognized special circumstance (e.g., Nikkeijin ancestry)"", ""Gather supporting genealogical or status documentation"", ""Apply for Certificate of Eligibility where applicable"", ""Apply for visa at Japanese embassy/consulate or change of status within Japan"", ""Register address at local municipal office upon entry or approval""]","1-4 months, varies significantly by case complexity","JPY 3,000 (single entry visa fee, where applicable)","6 months, 1, 3, or 5 years depending on assessment, renewable","[""https://www.isa.go.jp/en/applications/status/long_term_resident.html""]","[""No restriction on type of employment, similar to spouse-based statuses"", ""Nikkeijin (Japanese descendant) pathway is commonly used by Brazilian and Peruvian nationals of Japanese ancestry"", ""Granted at the discretion of the Ministry of Justice based on individual humanitarian or ancestral circumstances""]",{}
Qatar,https://portal.moi.gov.qa/qatarportal/visa/tourist-visa,"Tourist Visa | Ministry of Interior, State of Qatar",tourist,Short-Stay Tourism,Tourist Visa,detailed,Qatar Tourist Visa,"The Qatar Tourist Visa allows short-term entry for tourism purposes, with many nationalities eligible for visa-free or visa-on-arrival entry for up to 30 days, extendable once. Other nationalities must apply in advance through an approved sponsor, hotel, or airline.","[""Passport valid for at least 6 months"", ""Confirmed onward or return travel ticket"", ""Proof of hotel booking or local sponsor/host"", ""Sufficient funds for the stay""]","[""Passport"", ""Passport-size photo"", ""Confirmed hotel reservation or host invitation"", ""Return or onward flight ticket"", ""Travel health insurance (recommended)""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": null}",,,,,,,[],0,QAR,1,5,FALSE,,15/01/2025,"[""Check nationality eligibility for visa-free or visa-on-arrival entry"", ""If required, apply online via the Ministry of Interior Hukoomi portal or through an approved airline/hotel sponsor"", ""Provide passport and travel details"", ""Receive e-visa or visa on arrival at Hamad International Airport"", ""Extend visa online if a longer stay is needed""]",Instant to 5 business days depending on nationality and application channel,Free for eligible nationalities (visa-free/on-arrival); QAR 100-200 for extension where applicable,"Up to 30 days, extendable once for an additional 30 days","[""https://portal.moi.gov.qa/qatarportal/visa/tourist-visa"", ""https://www.visitqatar.qa/""]","[""Over 95 nationalities are eligible for visa-free or visa-on-arrival entry to Qatar"", ""Does not permit employment"", ""Extension must be applied for before the initial visa expires""]",{}
Qatar,https://portal.moi.gov.qa/qatarportal/visa/business-visa,"Business Visit Visa | Ministry of Interior, State of Qatar",business,Short-Term Business Visits,Business Visa,overview,Qatar Business Visit Visa,"The Business Visa allows foreign nationals to enter Qatar temporarily to attend meetings, conferences, or explore business opportunities, sponsored by a Qatari company. It does not permit employment or salaried work with the sponsoring or any other entity.","[""Sponsorship or invitation letter from a registered Qatari company"", ""Purpose limited to meetings, negotiations, or conferences"", ""Passport valid for at least 6 months"", ""No intention to take up local employment""]","[""Passport"", ""Invitation letter from Qatari sponsoring company"", ""Company registration documents (from sponsor)"", ""Passport-size photo"", ""Return flight ticket""]","{""threshold_type"": ""not_applicable"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": null}",,,,,,,"[""sponsor_invitation_letter""]",200,QAR,3,10,FALSE,,15/01/2025,"[""Qatari sponsoring company submits business visa request via Hukoomi portal"", ""Provide passport and supporting business documents"", ""Await approval and receive e-visa"", ""Enter Qatar within the visa's validity window""]",3-10 business days,"QAR 200 (approximate, single entry)","Up to 30 days, single or multiple entry depending on visa type requested","[""https://portal.moi.gov.qa/qatarportal/visa/business-visa""]","[""Must be sponsored by a company registered in Qatar"", ""Does not authorize any paid work or salaried activity""]",{}
Qatar,https://portal.moi.gov.qa/qatarportal/visa/work-visa,"Work Visa and Residence Permit | Ministry of Interior, State of Qatar",work,Employer-Sponsored Employment Immigration,Work Visa (Residence Permit),detailed,Qatar Work Visa and Residence Permit (Qatar ID),"The Work Visa allows foreign nationals to be employed by a Qatari employer, who acts as sponsor for entry, residence, and work authorization under the Qatar ID (Residence Permit) system. Employment contracts must be registered with the Ministry of Labour, and workers are covered under the Wage Protection System.","[""Signed employment contract with a Qatari employer"", ""Employer holds a valid Computer Card/establishment registration authorizing recruitment"", ""Medical fitness test cleared upon arrival"", ""Qualifications matching the job role (as required by the position)""]","[""Passport"", ""Employment contract"", ""Work permit approval from Ministry of Labour"", ""Educational and professional certificates (attested)"", ""Medical fitness certificate"", ""Passport-size photo"", ""Employer's sponsorship documents""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Salary set by employment contract; no universal minimum wage figure beyond Qatar's minimum wage law covering all sectors""}",,18,,,,,"[""employment_contract"", ""ministry_of_labour_approval""]",800,QAR,20,60,FALSE,,15/01/2025,"[""Employer obtains work permit approval from Ministry of Labour"", ""Employer applies for entry visa on employee's behalf"", ""Employee enters Qatar and undergoes medical fitness test"", ""Employee provides biometrics for Qatar ID (Residence Permit)"", ""Residence Permit (Qatar ID) issued, activating legal residence and work authorization""]",3-8 weeks including entry visa and Qatar ID issuance,"QAR 500-800 (covering work permit, entry visa, and Qatar ID, typically paid by employer)","Tied to employment contract duration, typically 1-2 years, renewable while employed","[""https://portal.moi.gov.qa/qatarportal/visa/work-visa"", ""https://www.mol.gov.qa/en/""]","[""Qatar abolished the exit permit requirement for most workers under labor reforms"", ""Workers are covered by the Wage Protection System (WPS) ensuring salary payment via bank transfer"", ""Changing employers is now permitted without the previous employer's No Objection Certificate in most cases, subject to notice period rules""]",{}
Qatar,https://portal.moi.gov.qa/qatarportal/visa/family-visa,"Family Residence Permit (Dependent Visa) | Ministry of Interior, State of Qatar",family_reunion,Family Sponsorship and Dependent Residency,Family Residence Permit (Dependent Visa),detailed,Qatar Family Residence Permit (Dependent Visa),"The Family Residence Permit allows an expatriate worker in Qatar meeting a minimum salary threshold to sponsor their spouse and children to reside with them. Sponsors typically need a salary of at least QAR 10,000 per month, or QAR 7,000 with employer-provided housing.","[""Sponsor holds a valid Qatar work residence permit"", ""Sponsor's monthly salary is at least QAR 10,000 (or QAR 7,000 with employer housing provided), subject to profession-based exceptions"", ""Legal marriage certificate for spouse sponsorship"", ""Dependents are spouse and/or unmarried children under a specified age (exceptions for disabled or studying children)""]","[""Sponsor's passport and Qatar ID"", ""Dependent's passport"", ""Marriage certificate (attested) for spouse sponsorship"", ""Birth certificates (attested) for children"", ""Sponsor's salary certificate or employment contract"", ""Proof of accommodation suitable for family""]","{""threshold_type"": ""fixed_numeric"", ""value"": 10000.0, ""unit"": ""QAR_per_month"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Standard minimum sponsor salary threshold; QAR 7,000/month accepted if employer provides housing, with exceptions for certain professions""}",,,,,,,"[""sponsor_salary_threshold"", ""proof_of_relationship""]",600,QAR,20,45,FALSE,,15/01/2025,"[""Sponsor confirms salary meets the family sponsorship threshold"", ""Sponsor applies for family/dependent entry permit via Ministry of Interior Hukoomi portal"", ""Dependents enter Qatar and complete medical fitness tests"", ""Dependents provide biometrics for their Qatar ID (Residence Permit)"", ""Residence permits issued for spouse and children""]",3-6 weeks,"QAR 500-600 per dependent (covering entry permit and Qatar ID, typically paid by sponsor)","Tied to sponsor's residence permit validity, typically 1-2 years, renewable","[""https://portal.moi.gov.qa/qatarportal/visa/family-visa""]","[""Salary threshold and eligible professions are set by the Ministry of Interior and may be updated periodically"", ""Sons generally lose dependent eligibility after a certain age unless still studying"", ""Sponsored spouses may apply for work permits separately once residing in Qatar""]",{}
Qatar,https://portal.moi.gov.qa/qatarportal/visa/student-visa,"Student Residence Permit | Ministry of Interior, State of Qatar",study,Higher Education Student Immigration,Student Visa (Student Residence Permit),detailed,Qatar Student Residence Permit,"The Student Visa allows international students to reside in Qatar while enrolled full-time at a recognized university or educational institution, such as those in Education City. The institution typically acts as sponsor for the student's residence permit.","[""Acceptance letter from a recognized Qatari higher education institution"", ""Sponsorship by the educational institution or a Qatari resident guardian"", ""Proof of financial ability to cover tuition and living expenses"", ""Medical fitness test cleared upon arrival""]","[""Passport"", ""University acceptance letter"", ""Sponsorship letter from institution or guardian"", ""Proof of financial support (bank statements or scholarship letter)"", ""Academic transcripts and certificates (attested)"", ""Medical fitness certificate"", ""Passport-size photo""]","{""threshold_type"": ""case_by_case"", ""value"": null, ""unit"": null, ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Financial capacity assessed relative to tuition and living costs; varies by institution, no universal fixed figure""}",none,,,IELTS,6,,"[""university_acceptance_letter"", ""institution_sponsorship""]",600,QAR,20,45,FALSE,,15/01/2025,"[""Receive admission offer from a Qatari university or institution"", ""Institution submits student residence permit sponsorship request"", ""Student enters Qatar and undergoes medical fitness test"", ""Student provides biometrics for Qatar ID (Residence Permit)"", ""Residence permit issued for duration of academic program""]",3-6 weeks,"QAR 500-600 (covering entry permit and Qatar ID, often subsidized or covered by the institution)","Typically 1 year, renewable annually for the duration of the academic program","[""https://portal.moi.gov.qa/qatarportal/visa/student-visa"", ""https://www.qf.org.qa/education""]","[""Many international students study at Education City campuses under institutional sponsorship arrangements"", ""Part-time work rights are limited and generally require additional permission"", ""Must maintain full-time enrollment status to keep residence permit valid""]",{}
Qatar,https://portal.moi.gov.qa/qatarportal/visa/permanent-residency,"Permanent Residency Permit | Ministry of Interior, State of Qatar",permanent_residency,Investor and Special-Category Permanent Residency,Permanent Residency Permit,detailed,Qatar Permanent Residency Permit,"Qatar's Permanent Residency Permit grants long-term residence rights, including access to free education and healthcare and the ability to own certain businesses fully, to a limited number of qualifying expatriates such as significant investors, individuals with special skills contributing to Qatar, and children of Qatari mothers married to non-Qatari fathers.","[""Significant investment in the Qatari economy (real estate or business), OR"", ""Individual possessing special or rare skills of value to Qatar, OR"", ""Long-term legal residence in Qatar with an exceptional contribution record, OR"", ""Child of a Qatari mother and non-Qatari father"", ""Meets security and background clearance requirements""]","[""Passport"", ""Evidence of qualifying investment or special skills/contribution record"", ""Current Qatar residence permit history"", ""Security clearance and background check results"", ""Application form for Permanent Residency Permit"", ""Proof of Qatari maternal parentage (where applicable)""]","{""threshold_type"": ""fixed_numeric"", ""value"": 3650000.0, ""unit"": ""QAR_investment"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Approximate minimum real estate or business investment threshold commonly cited for the investor pathway (~USD 1 million equivalent)""}",,,,,,,"[""qualifying_investment_or_special_skill"", ""security_clearance""]",0,QAR,90,365,TRUE,0,15/01/2025,"[""Confirm eligibility under investor, special skills, long-term contribution, or maternal parentage category"", ""Submit application with supporting evidence to the Permanent Residency Permit Committee"", ""Undergo security and background clearance review"", ""Await committee decision (permits are capped and subject to committee discretion)"", ""Receive Permanent Residency Permit upon approval""]","3-12 months, subject to committee review and annual quota limits",No standard published application fee; costs primarily relate to the qualifying investment itself,"Permanent (subject to periodic renewal of the physical permit card, typically every 5 years)","[""https://portal.moi.gov.qa/qatarportal/visa/permanent-residency""]","[""Number of permanent residency permits granted annually is limited by quota"", ""Grants benefits including free public education and healthcare, and full ownership of certain businesses"", ""Does not grant Qatari citizenship or voting rights""]",{}
Qatar,https://portal.moi.gov.qa/qatarportal/visa/domestic-worker-visa,"Domestic Worker Visa | Ministry of Interior, State of Qatar",work,Domestic Worker Sponsorship,Domestic Worker Visa,overview,Qatar Domestic Worker Visa,"The Domestic Worker Visa allows Qatari residents to sponsor household staff such as housemaids, drivers, or nannies. The sponsoring household must meet minimum income requirements and register the employment contract in line with the Domestic Workers Law.","[""Sponsor (household) meets minimum income requirement, generally around QAR 10,000/month"", ""Employment contract compliant with the Domestic Workers Law (Law No. 15 of 2017)"", ""Domestic worker passes medical fitness test"", ""Sponsor registers contract with Ministry of Administrative Development, Labour and Social Affairs""]","[""Domestic worker's passport"", ""Employment contract"", ""Sponsor's salary certificate or income proof"", ""Medical fitness certificate"", ""Passport-size photo"", ""Sponsor's Qatar ID and family details""]","{""threshold_type"": ""fixed_numeric"", ""value"": 10000.0, ""unit"": ""QAR_per_month"", ""points_required"": null, ""verified"": false, ""source_url"": null, ""effective_date"": null, ""notes"": ""Approximate minimum household sponsor income commonly required for domestic worker sponsorship""}",,21,,,,,"[""sponsor_income_threshold"", ""registered_employment_contract""]",700,QAR,20,45,FALSE,,15/01/2025,"[""Sponsor verifies income meets the minimum threshold"", ""Register employment contract with the labor authority"", ""Apply for entry visa and work permit for the domestic worker"", ""Domestic worker enters Qatar and completes medical fitness test"", ""Residence permit (Qatar ID) issued for the domestic worker""]",3-6 weeks,"QAR 600-700 (covering entry permit and Qatar ID, paid by sponsoring household)","Typically 1-2 years, renewable while employment continues","[""https://portal.moi.gov.qa/qatarportal/visa/domestic-worker-visa"", ""https://www.adlsa.gov.qa/en/""]","[""Governed by the Domestic Workers Law (Law No. 15 of 2017), which sets working hours, rest days, and wage protections"", ""Sponsor must provide suitable accommodation and adhere to contract terms"", ""Domestic workers are entitled to keep their own passport under current regulations""]",{}
